query_id,room,query,title,product_url,image_url,description,price_text,price_num,source_site,category,relevance_score,why_it_matches,passes_filter,is_us_domain,scraped_at
lr_01,living_room,modern minimalist fabric sofa,"Harris Show Wood Sofa (76""–96"")",https://www.westelm.com/products/cp-harris-show-wood-sofa-h14202,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202611/0814/img1c.jpg,"The Harris Show Wood Sofa features a slim, solid ash wood base and a tailored frame, offering a contemporary contrast. It is available with customizable fabrics and is GREENGUARD Gold Certified, making it a strong candidate for a modern minimalist fabric sofa.","$ 1,399.99",1399.99,West Elm,Sofa,95,"This sofa explicitly features a slim wood base and tailored frame, which are key characteristics of modern and minimalist design. It is available in customizable fabrics, directly matching the user's material preference.",False,True,2026-05-10T19:53:36
lr_01,living_room,modern minimalist fabric sofa,"Adrienne Tufted Sofa (104"")",https://www.westelm.com/products/mp-adrienne-tufted-sofa-104-mp042,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202615/0014/adrienne-tufted-sofa-104-d.jpg,"The Adrienne Tufted Sofa features plush foam and feather cushions and comes in stylish polyester colors. It has a kiln-dried wood frame, offering comfort and durability. Its modern design is complemented by tufting.","$ 3,749",3749.0,West Elm,Sofa,85,"This is a fabric sofa (polyester) with a modern design. While the tufting might be a slight deviation from strict minimalism, it still aligns with a modern aesthetic and the fabric constraint.",False,True,2026-05-10T19:53:36
lr_01,living_room,modern minimalist fabric sofa,"Marin 3-Piece Ottoman Sectional (114"")",https://www.westelm.com/products/marin-3-piece-chaise-sectional-h6950,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202545/0007/marin-3-piece-ottoman-sectional-114-1-d.jpg,"This Marin 3-Piece Ottoman Sectional features plush, reversible cushions and a sturdy kiln-dried wood frame. Upholstered in Performance Basketweave fabric, it offers a relaxed, coastal vibe for ultimate lounging comfort.","$ 3,497",3497.0,West Elm,Sectional,75,"This is a fabric sectional, which is a type of sofa, upholstered in Performance Basketweave. While its style is described as 'relaxed coastal', it can still fit a modern living space.",False,True,2026-05-10T19:53:36
lr_01,living_room,modern minimalist fabric sofa,"Marin 86"" Sofa (In-Stock & Ready to Ship)",https://www.westelm.com/products/is-promo-marin-sofa-h6955,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202610/0735/marin-86-sofa-in-stock-ready-to-ship-d.jpg,"The Marin 86"" Sofa features plush, reversible cushions and a sturdy kiln-dried wood frame. Upholstered in Performance Basketweave fabric, it offers an oversized frame with relaxed, coastal vibes. It is in-stock and ready to ship.","$ 1,799",1799.0,West Elm,Sofa,75,"This is a fabric sofa, specifically upholstered in Performance Basketweave. While its style is described as 'relaxed coastal', it is a modern sofa option and is available for quick shipping.",False,True,2026-05-10T19:53:36
lr_01,living_room,modern minimalist fabric sofa,Open Box: Haven Extra Deep Right-Arm 2 Seater Sofa - Performance Velvet Sand,https://www.westelm.com/products/open-box-build-your-own-haven-sectional-extra-deep-h4894-7383063,,"This is an open box Haven Extra Deep Right-Arm 2 Seater Sofa, upholstered in Performance Velvet Sand fabric. It offers an extra deep seat for lounging.","$ 1,139.97",1139.97,West Elm,Sofa,65,"This is a fabric sofa (Performance Velvet) that could fit a modern aesthetic. It is an open box item, which might be a consideration for some users.",True,True,2026-05-10T19:53:36
lr_02,living_room,round oak coffee table mid-century,"Caprielle Round Coffee Table (50"")",https://www.westelm.com/products/mp-caprielle-round-coffee-table-mp201,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202603/0548/caprielle-round-coffee-table-2-c.jpg,"An elegant round coffee table featuring solid kiln-dried oak, available in Dark Brown or Natural finishes, designed for lasting style and durability.","$ 1,649",1649.0,West Elm,coffee table,90,"This product is a round oak coffee table, directly matching the user's primary material and shape preferences. While not explicitly labeled 'mid-century', its clean lines could fit the aesthetic.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Oriana Round Coffee Table (30"")",https://www.westelm.com/products/mp-oriana-round-coffee-table-23-30-mp207,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202616/1279/oriana-round-coffee-table-23-30-c.jpg,"An elegant round coffee table with a pedestal shape, made of durable, solid mango wood with a whitewash finish, handcrafted in India.",$ 599,599.0,West Elm,coffee table,65,"This is a round coffee table, matching the shape and category. However, it is made of mango wood, not oak, and its style is not explicitly mid-century.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Drum Storage Coffee Table (32""–40"")",https://www.westelm.com/products/drum-storage-coffee-table-h2557,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202611/0015/drum-storage-coffee-table-32-40-1-c.jpg,An expertly crafted drum-shaped coffee table with discrete interior storage and sustainably sourced mango wood tops. It is Fair Trade Certified.,$ 559.20,559.2,West Elm,coffee table,60,"This is a round (drum-shaped) coffee table with a modern aesthetic. It matches the shape and category but is made of mango wood, not oak, and is described as 'modern' rather than 'mid-century'.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Aubin Round Pedestal Coffee Table (36"")",https://www.westelm.com/products/aubin-round-coffee-table-36-f898,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202609/0607/aubin-round-coffee-table-36-d.jpg,A contemporary round pedestal coffee table featuring a solid acacia wood top with a Cool Walnut finish and striking bronze metal accents. It is Fair Trade Certified.,$ 799,799.0,West Elm,coffee table,60,"This is a round coffee table with a contemporary shape, matching the shape and category. However, it is made of acacia wood, not oak, and its style is described as 'contemporary' and 'modern' rather than 'mid-century'.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Patrick Cain Designs Manza Round Coffee Table (22""–34"")",https://www.westelm.com/products/patrick-cain-manza-coffee-table-d14518,,"A round coffee table from Patrick Cain Designs, available in various sizes.",$ 699,699.0,West Elm,coffee table,55,"This is a round coffee table, matching the shape and category. However, there is no information about the material (oak) or specific style (mid-century) from the provided text, and no image is available.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Bowed Legs Round Storage Coffee Table (31"")",https://www.westelm.com/products/mp-bowed-legs-storage-coffee-table-h10444,,A round coffee table featuring bowed legs and storage.,$ 629,629.0,West Elm,coffee table,55,"This is a round coffee table with storage, matching the shape and category. The 'bowed legs' might hint at a mid-century aesthetic, but the material (oak) and explicit style are not mentioned, and no image is available.",True,True,2026-05-10T19:59:07
lr_02,living_room,round oak coffee table mid-century,"Winona Round Pedestal Coffee Table (36"")",https://www.westelm.com/products/winona-round-pedestal-coffee-table-h7867,,A round pedestal coffee table.,$ 499,499.0,West Elm,coffee table,55,"This is a round coffee table, matching the shape and category. However, there is no information about the material (oak) or specific style (mid-century) from the provided text, and no image is available.",True,True,2026-05-10T19:59:07
lr_03,living_room,neutral wool area rug beige,Claud Wool Rug,https://www.westelm.com/products/claud-wool-rug-t8408,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202616/0113/claud-wool-rug-c.jpg,"A handwoven rug made from 100% wool with a unique striated design in neutral Mocha tones, offering plush comfort and timeless elegance.","$ 499 – $ 1,199",499.0,West Elm,Patterned Rugs,95,"This rug is 100% handwoven wool, matching the material. It features neutral Mocha tones, which align with the user's request for a neutral beige rug.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Custom Wool Rib Rug,https://www.westelm.com/products/custom-wool-rib-rug-t7289,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202611/0048/custom-wool-rib-rug-d.jpg,"A custom-sized rug crafted from 100% wool, offering a plush, solid-color look in neutral shades like Angel's Share, perfect for adding cozy warmth to any space.","$ 59 – $ 3,059",59.0,West Elm,Solid Color Rugs,95,"This rug is made from 100% wool and is available in 'Angel's Share', a solid, neutral, beige-like color, directly matching the user's material and color preferences.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Quartz Tufted Rug,https://www.westelm.com/products/quartz-rug-t5671,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202602/0034/quartz-rug-swatch-c.jpg,"A hand-tufted rug blending soft wool with viscose, featuring a subtle watercolor design in quiet neutrals to create a calm backdrop for any room.","$ 399 – $ 2,099",399.0,West Elm,Patterned Rugs,90,"This rug is a wool and viscose blend, described as having 'quiet neutrals' and a 'tonal palette', which aligns well with the request for a neutral beige area rug.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Cordoba Flatweave Wool Rug,https://www.westelm.com/products/cordoba-rug-t4527,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202605/0029/cordoba-flatweave-wool-rug-c.jpg,"A handwoven flatweave rug made from a sustainably sourced wool blend, inspired by Andalusian tilework. It features specially dyed yarns that appear softly sun-bleached, with a reversible design.","$ 199 – $ 1,399",199.0,West Elm,Patterned Rugs,70,"This rug is a wool blend and a flatweave, matching the material and category. While the color is 'Multi', the description mentions 'softly sun-bleached' yarns, suggesting neutral tones that could include beige.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Pierce & Ward Windowpane Check Handwoven Wool Rug,https://www.westelm.com/products/pierce-ward-windowpane-check-handwoven-wool-rug-t7709/?subGroupId=pierce-ward-windowpane-check-handwoven-wool-rug-t7709-SLAV-shape-runner,,A handwoven wool rug featuring a windowpane check pattern.,"$ 299 – $ 1,499",299.0,West Elm,,65,"This is a handwoven wool rug, matching the material and category. The 'Windowpane Check' pattern could be in neutral tones, but specific beige color information is not available.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Glimmer Handwoven Wool Rug,https://www.westelm.com/products/glimmer-rugs-t5125,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202615/0019/glimmer-handwoven-wool-rug-c.jpg,"An expertly crafted handwoven rug blending durable wool with soft, subtly shiny viscose, available in colors like Storm Gray.","$ 299 – $ 1,799",299.0,West Elm,Solid Color Rugs,60,"This is a handwoven wool rug, matching the material and category. However, the specified color is 'Storm Gray', which is a neutral but not beige.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Mollie Handwoven Wool Rug,https://www.westelm.com/products/mollie-handwoven-wool-rug-t7793,,A handwoven wool rug.,"$ 329 – $ 2,329",329.0,West Elm,,60,"This is a handwoven wool rug, matching the material and category. However, no color information is available to confirm if it's beige or neutral.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Brio Wool Rug,https://www.westelm.com/products/brio-rug-t5555,,A wool rug.,$ 399.20 – $ 959.20,399.2,West Elm,,60,"This is a wool rug, matching the material and category. However, no color information is available to confirm if it's beige or neutral.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Diffused Blocks Flatweave Wool Rug,https://www.westelm.com/products/diffused-blocks-flatweave-wool-rug-b265,,A flatweave wool rug with a diffused blocks design.,"$ 199 – $ 1,099",199.0,West Elm,,60,"This is a flatweave wool rug, matching the material and category. However, no color information is available to confirm if it's beige or neutral.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Laguna Jute Wool Rug,https://www.westelm.com/products/cp-laguna-wool-jute-rug-t7485,,A rug made from a blend of jute and wool.,$ 799.99,799.99,West Elm,,60,"This rug is a blend of jute and wool, matching the material and category. However, no color information is available to confirm if it's beige or neutral.",True,True,2026-05-10T20:04:51
lr_03,living_room,neutral wool area rug beige,Mini Pebble Wool Kids Rug,https://www.westelm.com/products/mini-pebble-wool-jute-kids-rug-h7774,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202613/0643/mini-pebble-wool-jute-kids-rug-d.jpg,"A soft yet durable rug made from natural wool and cotton yarns, featuring a baubled texture. It is a Fair Trade Certified™ product.",$ 449 – $ 849,449.0,West Elm,Kids Rugs,40,"This is a wool rug, but it is specifically categorized as a 'Kids Rug' and the displayed color is 'Sunshine Yellow', not beige or a general neutral.",True,True,2026-05-10T20:04:51
lr_04,living_room,arc floor lamp brass,"Gold Floor Lamp, Arc Floor Lamp for Living Room with Adjustable Drum Lampshade",https://www.amazon.com/Adjustable-Lampshade-Standing-Reading-Bedroom/dp/B0BQ1MMD38/ref=cs_sr_dp_loc_1?dib=eyJ2IjoiMSJ9.gXugsXr2IKCETwhV4CV2oCttSX4oEep_ai24CSUv_glIAaWYeMZ62XoCcKKKnxIzdn-qnqWxvR1f6fFB8KxXcdrgRlBuV_mylCMp-T9XbgTgabWUdmySXkVmW_kpcbmslll5zJCiRLhwGLc_2LVOJ9gO8qujLbFHnHfPDWT3MORMY5kZe49guzW8eIWFTzQ7zW67IadEalOsfufBhBDHAqq33wuO6J1-Nj4vqXT9yZIx1c8mz541YDnfNmlSYXpE8L-xdjOBwEQGVKcvN-gW_0x3AIAi3qnkqhaeYM-hOhc.not_E_tWc-ytLAYHA-DOfME8quLxKMG-E7lD5gMCIhs&dib_tag=se&keywords=brass+arc+floor+lamp&qid=1778443554&sr=8-1,https://m.media-amazon.com/images/I/71U1V85OkWL._AC_UL320_.jpg,"A modern gold arc floor lamp for the living room, featuring an adjustable drum lampshade and an on/off foot switch, ideal as an arched reading light for various rooms.",$69.99,69.99,Amazon,floor lamp,100,"This product is explicitly described as a 'Gold Floor Lamp' and 'Arc Floor Lamp', directly matching both the material and form factor requirements.",True,True,2026-05-10T20:10:15
lr_04,living_room,arc floor lamp brass,"Simone Floor Lamp (60"")",https://www.westelm.com/products/simone-floor-lamp-h14053,https://assets.weimgs.com/weimgs/ab/images/wcm/products/202552/0323/simone-floor-lamp-60-d.jpg,"A floor lamp with a delicately curved metal design and a Champagne Bronze finish, offering adjustable height and a choice of linen shades. It adds an elegant and illuminating intrigue to living rooms or bedrooms.",$ 399,399.0,West Elm,floor lamp,95,"This floor lamp features a 'delicately curved metal' design, matching the 'arc' requirement, and comes in a 'Champagne Bronze' finish, which is a close match to 'brass'.",True,True,2026-05-10T20:10:15
lr_04,living_room,arc floor lamp brass,"Alman Overarching Floor Lamp (65"")",https://www.westelm.com/products/alman-overarching-floor-lamp-65-f798/?subGroupId=alman-overarching-floor-lamp-65-f798-SLAV-woodfinish-cool-walnut,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202612/1324/alman-overarching-floor-lamp-65-1-c.jpg,An overarching floor lamp with a curved design.,$ 599,599.0,West Elm,floor lamp,70,"This product is explicitly an 'Overarching Floor Lamp', which directly matches the 'arc floor lamp' requirement. However, there is no mention of 'brass' in the available text, and the image suggests a darker finish.",True,True,2026-05-10T20:10:15
lr_05,living_room,boucle accent chair cream,Cozy Swivel Chair (In-Stock & Ready To Ship),https://www.westelm.com/products/is-cozy-swivel-chair-h3797,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202607/0005/cozy-swivel-chair-c.jpg,"A lounge-ready swivel accent chair with a wide, low-slung seat, featuring plush recycled shearling in an ivory color. It is contract-grade for durability and offers a 360° swivel.",$ 799,799.0,West Elm,Accent Chair,95,"This swivel chair is described as 'Cozy Shearling, Ivory', which closely matches the 'boucle' material (shearling has a similar textured feel) and 'cream' color requested for an accent chair.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Crescent Swivel Chair,https://www.westelm.com/products/crescent-swivel-chair-h2914,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202550/1216/crescent-swivel-chair-d.jpg,"A contemporary swivel accent chair with a 360° swivel base and medium firmness. It is available in various popular fabrics, explicitly including 'Performance Chunky Boucle'.","$ 599 – $ 1,558",599.0,West Elm,Accent Chair,90,"This swivel chair is explicitly available in 'Performance Chunky Boucle' fabric, matching the material request for an accent chair. While the image shows 'Camel', other fabric choices are available, likely including cream.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Laurent Grand Swivel Chair,https://www.westelm.com/products/laurent-swivel-chair-and-a-half-h14233,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202549/0820/laurent-grand-swivel-chair-4-c.jpg,"A grand swivel accent chair with FSC®-certified wood and contract-grade durability. It is available in a variety of durable materials and colors, including 'Alabaster' and 'Warm White' which are cream-like.","$ 949 – $ 2,398",949.0,West Elm,Accent Chair,70,"This grand swivel chair is an accent chair available in 'Alabaster' and 'Warm White' color options, which are cream. However, the boucle material is not explicitly mentioned in the description, though many fabric options are available.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Imogene Grand Swivel Chair,https://www.westelm.com/products/imogene-grand-swivel-chair-f580,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202610/0497/imogene-grand-swivel-chair-1-c.jpg,"A grand swivel chair, suitable as an accent chair. The image shows a light-colored upholstery, suggesting a cream option.","$ 1,379 – $ 2,758",1379.0,West Elm,Accent Chair,50,"This is a grand swivel accent chair, and the image suggests a cream-like color. However, the material is not specified, so it's uncertain if it is boucle.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Haven Swivel Chair,https://www.westelm.com/products/cp-haven-swivel-chair-h5895,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202611/0009/haven-swivel-chair-c.jpg,"A swivel chair, suitable as an accent chair. The image shows a light-colored upholstery, suggesting a cream option.","$ 624.99 – $ 1,249.99",624.99,West Elm,Accent Chair,50,"This is a swivel accent chair, and the image suggests a cream-like color. However, the material is not specified, so it's uncertain if it is boucle.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Berra Leather Chair,https://www.westelm.com/products/berra-leather-chair-h12464,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202551/0030/berra-leather-chair-c.jpg,"A low rounded profile accent chair, fully upholstered in top-grain leather. Shown in Nubuck Leather, Beige, it is GREENGUARD Gold Certified and contract-grade.","$ 1,399 – $ 2,798",1399.0,West Elm,Accent Chair,30,"This is an accent chair available in a beige nubuck leather, which is a cream-like color. However, the user specifically requested a boucle material, and this chair is leather.",False,True,2026-05-10T20:16:03
lr_05,living_room,boucle accent chair cream,Lacon Leather Slipper Chair,https://www.westelm.com/products/lacon-leather-slipper-chair-h12786,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202606/0678/lacon-leather-slipper-chair-d.jpg,"A slipper accent chair featuring top-grain or vegan leather and a sturdy metal base. It is contract-grade quality and shown in Nubuck Leather, Cashew.","$ 559.20 – $ 1,598",559.2,West Elm,Accent Chair,30,"This is a slipper chair, a type of accent chair, available in a cashew nubuck leather, which is a cream-like color. However, the user specifically requested a boucle material, and this chair is leather.",False,True,2026-05-10T20:16:03
dr_01,dining_room,extendable wood dining table modern,"Extra Deep Mid-Century Extendable Dining Table (72"") - ADA",https://www.westelm.com/products/extra-deep-mid-century-extendable-dining-table-ada-h11915,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202546/0712/extra-deep-mid-century-extendable-dining-table-72-92-acorn-d.jpg,"This West Elm dining table features a versatile, mid-century inspired design, crafted from FSC®-certified wood. It has an extra-deep top and is extendable with a drop-in leaf, making it great for entertaining and designed to be accessible.",$ 959.20,959.2,West Elm,Dining Table,100,"This table is explicitly described as 'Mid-Century Extendable Dining Table' and crafted from FSC®-certified wood, directly matching all user criteria for modern, extendable, and wood.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Blakley Solid Wood Dining Table (72""–120"")",https://www.westelm.com/products/mp-blakley-dining-table-60-120-mp052,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202604/0543/img2c.jpg,"The Blakley Solid Wood Dining Table by West Elm extends from 72""–120"", crafted from durable red oak with a natural finish. Its streamlined silhouette and tapered legs lend a timeless, modern style, perfect for gatherings.","$ 2,199",2199.0,West Elm,Dining Table,98,"This product is a 'Solid Wood Dining Table' that 'extends from 72""–120""' and has a 'streamlined silhouette and tapered legs' indicating a modern style.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,Mid-Century Round Extendable Dining Table & Chairs Set,https://www.westelm.com/products/mid-century-round-extendable-dining-table-chairs-set-h13905,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202614/0144/mid-century-rounded-extendable-dining-table-42-80-d.jpg,"This West Elm Mid-Century Round Extendable Dining Table & Chairs Set features a sleek design and versatile seating for 4–6. The table is extendable and embodies a modern, mid-century aesthetic.",$ 349,349.0,West Elm,Dining Table Set,95,"This is a 'Mid-Century Round Extendable Dining Table' which fits the modern, extendable, and wood criteria (implied by Mid-Century style and West Elm). It's part of a set, but the table itself is a strong match.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Hargrove Extendable Dining Table (60""–100"")",https://www.westelm.com/products/hargrove-extendable-dining-table-h8811,,"This Hargrove dining table from West Elm is extendable, ranging from 60"" to 100"", offering versatile seating options. While specific material and style details are limited in the snippet, West Elm typically offers modern wood furniture.","$ 1,039.20",1039.2,West Elm,Dining Table,75,"This product is explicitly an 'Extendable Dining Table' with a size range of '60""–100""', strongly matching the extendable constraint. While 'wood' and 'modern' are not explicitly stated in the limited text, West Elm often features these characteristics.",True,True,2026-05-10T20:22:04
dr_01,dining_room,extendable wood dining table modern,"Pierce & Ward Burl Wood Dining Table (90"")",https://www.westelm.com/products/pierce-ward-burl-wood-dining-table-h13552,https://assets.weimgs.com/weimgs/rk/images/wcm/products/202611/0023/pierce-ward-burl-wood-dining-table-90-d.jpg,"The Pierce & Ward Burl Wood Dining Table by West Elm features a richly grained burl wood veneer top and tapered, V-shaped legs, bringing modern elegance and alluring angles to your dining room. It is Fair Trade crafted.","$ 1,699",1699.0,West Elm,Dining Table,70,"This is a 'Burl Wood Dining Table' with 'modern elegance' and 'tapered, V-shaped legs', matching the wood and modern criteria, but it is not extendable.",True,True,2026-05-10T20:22:04
